name,ingredients,instructions,cuisine,course,diet,region,tier,total_time_mins,servings,url
Bengali Phool Gobhir Paturi (Recipe In Hindi),"1 cup potato - chopped, 2 cups cabbage - chopped, 1 tablespoon cumin seeds - black, 3 tablespoons poppy seeds, 1/2 teaspoon turmeric powder, 4 green chilies - as per taste, 1 tablespoon oil, 1/2 Teaspoon salt","To make Bengali flower Gobhi Paturi, first wash and chop the potatoes and cabbage. Now pour water in a saucepan and let it boil. After the water boils, add cauliflower and let it cook till it becomes soft. Drain the water and keep the cauliflower separately. Now heat oil in a pan. Add cumin seeds and let it cook for 30 seconds. Now add cabbage, potato, turmeric powder, salt and mix. Cover the pan and cook until the vegetables are cooked. Bitch kept shaking in between. Mix poppy seeds in a cup of water and keep it separately for 5 minutes. After that take out the water and grind it in a mixer grinder with green chillies. Put this mixture in the pan. Mix and let it cook for 3 to 4 minutes. Turn off the gas and serve. Serve the Bengali Phool Gobhir Paturi with Cholar dal and Bengali lucchi for dinner.",Bengali Recipes,Lunch,Vegetarian,other,1,40,4,https://www.archanaskitchen.com/bengali-phool-gobhir-paturi-recipe-in-hindi
Andhra Style Vankaya Kothimeera Karam Recipe - Brinjal Cooked With Spicy Coriander Mix Recipe,"400 grams Brinjal (Baingan / Eggplant) - cut into long strips,1 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),1 sprig Curry leaves,2 Dry Red Chillies,1 tablespoon Sunflower Oil,Salt - to taste,Coriander (Dhania) Leaves - as required and roughly chopped,2 Green Chillies,2 inch Ginger - roughly chopped,1/2 teaspoon Cumin seeds (Jeera)","To begin making the Vankaya Kothimeera Karam recipe, wash and cut the brinjals in long strips and keep it immersed in salt water. This helps in avoiding the brinjals to turn black.Now, add all the ingredients mentioned in the coriander masala table into a blender and make a smooth paste and keep aside.Heat oil in a heavy bottomed pan on medium flame, add the mustard seeds, urad dal and let it splutter.Add the dried red chillies and curry leaves and let it crackle.Now, add the slit brinjals and sauté until it wilts a little.Cook the brinjal until it is half done. This will take 10 minutes.Now, add the spicy coriander masala mix to the brinjals, season with salt, toss well, and let it simmer for 10 minutes.Once the brinjals are well cooked, turn off the heat. Transfer Vankaya Kothimeera Karam into a serving bowl and serve hot. Serve Vankaya Kothimeera Karam along with Tomato Onion Sambar and steamed rice with a dollop of ghee doe a weeknight dinner.",Andhra,Lunch,Vegetarian,other,1,30,4,http://www.archanaskitchen.com/vankaya-kothimeera-karam-recipe-andhra-style-brinjals-cooked-with-spicy-coriander-mix
Tomato Quinoa Recipe - With A South Indian Twist,"1 cup Quinoa,2 cups Water,1 teaspoon Mustard seeds,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1 cup Pearl onions (Sambar Onions) - chopped or 1 regular onions sliced,1 teaspoon Cardamom Powder (Elaichi),3 Tomatoes - finely chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Sambar Powder,1 teaspoon Garam masala powder,Salt - to taste,1 sprig Curry leaves,2 sprig Coriander (Dhania) Leaves - chopped,1 tablespoon Ghee - optional","To begin making the South Indian Style Tomato Quinoa Recipe, prep all the ingredients and keep it ready.Heat a pressure cooker with ghee over medium heat; add in the mustard seeds and allow it to crackle.Once the mustard seeds crackle, stir in the garlic ,ginger and onions and saute until the onions soften.Once the onions are softened add the curry leaves, tomatoes and saute until the tomatoes become soft and mushy.Once the tomatoes become soft and mushy, stir in the cardamom powder, turmeric powder, garam masala powder and sambar powder. Mix well to combine. Add 1 cup of quinoa into the pressure cooker and 2 cups of water.Pressure cook the Tomato Quinoa for about 4 to 6 whistles and turn off the heat. Allow the pressure to release naturally from the Tomato Quinoa.Once the pressure has released, stir in chopped coriander leaves. Transfer the Tomato Quinoa to a serving bowl and serve hot.Serve the South Indian Style Tomato Quinoa Recipe along with a Tomato cucumber raitaand Elai Vadam by the side for a lunch or dinner.",South Indian Recipes,Lunch,High Protein Vegetarian,other,1,35,4,https://www.archanaskitchen.com/south-indian-style-tomato-quinoa-recipe
Thotakura Pappu Recipe (Toor Dal with Amaranth Leaves),"1 cup Arhar dal (Split Toor Dal),1 cup Green Amaranth Leaves - chopped,1 Onion - sliced,1 Tomato - chopped,4 cloves Garlic,1 teaspoon Turmeric powder (Haldi),Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 pinch Asafoetida (hing),1 sprig Curry leaves,2 Dry Red Chillies,Sunflower Oil","To begin making the Thotakura Pappu Recipe, we will add all the ingridients like dal, chopped amaranth leaves,onion, tomato, turmeric powder and salt in a pressure cooker.Add about 2 cups of water and pressure cook for atleast 4 whistle. Once done allow the pressure to release naturally and open the lid. Mash the dal and mix well with the cooked leaves.To temper, heat oil in a small kadai, add mustard seeds, urad dal and sprinkle hing allow it to splutter for few seconds.Add curry leaves and dry red chillies and allow them to crackle for few seconds and pour this hot tadka over the dal and mix well. Check for salt and serve hot.Serve the Thotakura Pappu Recipe with steamed rice, Andhra Style Kakarakaya Vepudu Recipe to make it a complete meal.",Andhra,Lunch,High Protein Vegetarian,other,1,35,4,https://www.archanaskitchen.com/thotakura-pappu-recipe-toor-dal-with-amarnath-leaves
Maharashtrian Style Kakdichi Amti (Cucumber Gravy Recipe),"1 Cucumber - chopped into medium cubes,2 Green Chillies - sliced,1/2 cup Tamarind Water,1 pinch Sugar,Salt - to taste,2 tablespoons Ghee,1/2 cup Fresh coconut,1 teaspoon Coriander (Dhania) Seeds,1/2 teaspoon Mustard seeds,1 teaspoon Rice,1/2 teaspoon Turmeric powder (Haldi)","To begin making the Maharashtrian Style Kakdichi Amti grind all the ingredients to form a paste. Keep it aside.Heat a pan with ghee, add chillies and saute them till they soften. Add cucumber and saute for 2 more minutes.Add about 1 1⁄2 cup of water and boil the cucumber for about 5 minutes. Once done add the ground spice paste along with tamarind water and cook them again till the gravy thickens.Add sugar and salt and adjust according to your palate Do not boil the amti once the salt is added.Serve the Kakdichi Amti along with phulka, tawa paratha and Bhindi Masala Recipe to enjoy your comforting meal.",Maharashtrian Recipes,Lunch,Vegetarian,other,1,35,4,https://www.archanaskitchen.com/maharashtrian-style-kakdichi-amti-cucumber-gravy-recipe
Khatti Meethi Ragi Masala Roti Recipe With Carrots,"1 cup Ragi Flour (Finger Millet/ Nagli),1 cup Whole Wheat Flour,1/4 cup Carrot (Gajjar) - grated,1 teaspoon Tamarind Paste,1 tablespoon Jaggery - crushed,1 Onion - finely chopped,1 Green Chilli - finely chopped,1/4 teaspoon Red Chilli powder,5 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,Water - for kneading,Ghee - as required","To begin making Khatti Meethi Ragi Masala Roti Recipe , first prep all the ingredients.In a large mixing bowl, add the flour, carrot, and all the remaining ingredients, except the ghee. Add little water at a time and knead to make a firm and smooth dough.Add a little oil over the Khatti Meethi Ragi Masala Roti dough and knead for a few minutes. Keep aside.Heat a tawa on medium high flame. Divide the dough into equal portions. Take a dough ball and dust wheat flour and roll out into 4 to 5 inch diameter circle of medium thickness. Cook on both sides on medium flame until you notice the Ragi Roti starts getting a few bubbles.Smear ghee over the Khatti Meethi Ragi Masala Roti, and cook on both sides until browned and lightly crisp.Repeat the same for the other portions of the Ragi Masala Roti dough and cook in the same manner. Once done, serve the Khatti Meethi Ragi Masala Roti hot as it is or make a delicious meal like below.Serve Khatti Meethi Ragi Masala Roti Recipe With Carrot with Aloo Baingan Ki Sabzi, Bengali Style Cholar Dal Recipe, Ghee Rice and Amla/Nellikai Thogayal for a delicious lunch.",South Indian Recipes,Lunch,Vegetarian,other,1,20,4,http://www.archanaskitchen.com/ragi-masala-roti-with-carrot-and-tamarind-recipe
Hara Dhania Paratha Recipe,"1-1 / 2 cup wheat flour, 1 tsp cumin powder, 1 tsp turmeric powder, coriander leaves - a little, 2 green chillies - finely chopped, 1 inch ginger - grated, salt - as per taste, pepper powder , Oil - or ghee","To make Green Coriander Paratha Recipe, first of all add wheat flour, cumin powder, turmeric powder, coriander, green chillies, ginger, salt, black pepper to a bowl and mix it well. Now slowly add water and flour Knead until soft. Apply some oil on it and cover it and keep it aside for 10 minutes. Now take some flour from the dough and make round balls. Dust in the dry flour and take a round ball. Place a tawa on it for heating. Now place the paratha over it, add some ghee and roast it. Turn over and apply some ghee and roast it well from the other side as well. Serve. Make the remaining parathas as well.",Indian,Lunch,Vegetarian,other,1,40,4,http://www.archanaskitchen.com/hara-dhania-paratha-recipe-coriander-paratha-in-hindi
Brinjal Capsicum Sabji Recipe,"2 Brinjal (Baingan / Eggplant) - diced (long variety),1 Green Bell Pepper (Capsicum) - diced,5 Garlic - chopped finely,1/2 tablespoon Asafoetida (hing),2 Green Chillies - chopped,1 Tomato - chopped,1 tablespoon Turmeric powder (Haldi),1 tablespoon Red Chilli powder,1/2 tablespoon Coriander Powder (Dhania),1/2 tablespoon Garam masala powder,Salt - to taste,Coriander (Dhania) Leaves - chopped,Sunflower Oil - as required","To prepare the simple Brinjal Capsicum Sabji Recipe, heat a pan with enough oil.Add chopped garlic and hing, sauté it for few seconds.Add brinjal and capsicum.Add all the dry spices, sauté and cover the lid. Let it semi cook by sautéing every few minutes once.Add chopped tomato and let it cook for 5-7 minutes (or until the veggies are desirable cooked).Add salt to taste, sauté and add chopped fresh coriander.Pack this Brinjal Capsicum Sabji Recipe with phulka/ chapati for a light lunch at office or school.",Indian,Lunch,Vegetarian,other,1,25,4,https://www.archanaskitchen.com/brinjal-capsicum-sabji-recipe
Gawar pods fenugreek vegetable recipe - cluster beans fenugreek vegetable,"1 cup Methi Leaves (Fenugreek Leaves) - chopped,300 grams Gawar Phali (Kothavarangai / Cluster beans) - cut small,1 Onion - chopped,1 Tomato - chopped,4 cloves Garlic - chopped,1 inch Ginger - chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Jaggery,Sunflower Oil","To begin making the Gawar Phali Methi Ki Sabzi Recipe, chop the cluster beans/ gawar phali and keep it ready.Add the chopped vegetables into a pressure cooker with 3 tablespoons of water along with some salt to taste. Pressure cook for 2 whistles and release the pressure immediately. Open the lid of the pressure cooker to maintain the green color of the vegetable.Heat a pan with oil, add ginger & garlic and saute till they turn soft. Add in onions and saute and cook till the onions turn translucent.Once the onions are soft, you can add chopped tomatoes now and add a pinch of salt and cook till the tomatoes turn mushy.Add chopped methi leaves and saute till the leaves wilt, this will take about 3 minutes.Once done, add the cooked Gawar Phali, along with red chilli powder, turmeric, coriander, garam masala powder and sugar.Mix well, saute for about a minute until all the ingredients are well combined. Give the Gawar Phali Methi Ki Sabzi a taste and adjust the salt and spices accordingly. Turn off the heat.Transfer the Gawar Phali Methi Ki Sabzi to a serving bowl and serve hot.Serve the Gawar Phali Methi Ki Sabzi Recipe along with Lauki Chana Dal, Palak Ragi & Oats Wheat Thepla , and Cauliflower & Cucumber Raita to make your meal complete for your weekday lunch.",North Indian Recipes,Lunch,Diabetic Friendly,other,1,35,4,http://www.archanaskitchen.com/gawar-phali-methi-ki-sabzi-recipe-cluster-beans-methi-sabzi
Kerala Pumpkin Black Eyed Beans Erissery Recipe,"2 cups Kaddu (Parangikai/ Pumpkin) - chopped,1/2 cup Black Eyed Beans (Lobia),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1/2 cup Fresh coconut - grated,1/2 teaspoon Cumin seeds (Jeera),1 Green Chilli,1 tablespoon Coconut Oil,1/2 teaspoon Mustard seeds,1 sprig Curry leaves,2 Dry Red Chillies,1 tablespoon Fresh coconut,4 Pearl onions (Sambar Onions) - sliced","To begin making Kerala Pumpkin Black Eyed Beans Erissery Recipe first soak he black eyed beans for an hour and after an hour add it to a pressure cooker with half a cup of water and pressure cook for 3 to 5 whistles. Let the pressure release on its own.Next grind the ingredients - coconut, cumin and green chillies with a little water to make a coarse paste and keep aside.Now in a wok add the pumpkins, turmeric powder, red chilli powder and salt and sprinkle some water and cook on medium heat till the pumpkins are nearly cooked.Add the ground coconut masala and the boiled black eyed peas to the pumpkin and stir and mix everything well.Cook the Kerala Pumpkin Black Eyed Beans Erissery mixture on medium heat for another five minutes till the pumpkins are completely cooked. Switch of the heat. Check the salt and seasonings and adjust the taste of the Kerala Pumpkin Black Eyed Beans Erissery accordingly.Next in a tadka pan heat oil and add the ingredients listed under tadka. First add the mustard seeds and let it splutter, then add the curry leaves and red chillies.Add the sliced onions to the tadka pan till they turn golden brown in colour and finally add the coconut and saute till the coconut turns golden brown in colour as well.Add this to the Kerala Pumpkin Black Eyed Beans Erissery and serve hot.Serve Kerala Pumpkin Black Eyed Beans Erissery as a side to a Kerala Sadhya of Vellarikka Manga Curry, Kootu Curry, Matta Rice and Ada Pradhaman.",Kerala Recipes,Lunch,Vegetarian,other,1,30,4,http://www.archanaskitchen.com/kerala-pumpkin-black-eyed-beans-erissery-recipe
Beans Mezhukkupuratti Recipe - Kerala Style Stir Fried Beans,"300 grams Green beans (French Beans) - cut into inch long pieces,2 Onion - thinly sliced,1 teaspoon Mustard seeds,1 sprig Curry leaves,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,1 teaspoon Coconut Oil,Salt - to taste","To begin making the Beans Mezhukkupuratti Recipe (Kerala Poriyal), wash and discard the ends of the french beans. Cut them into inch long pieces and keep aside.Place the beans in a pressure cooker, add two tablespoon of water and sprinkle some salt. Pressure cook the beans for just one whistle and turn off the heat.Release the pressure immediately from the pressure cooker by running it under cold water, to prevent the beans from getting over cooked and losing its green color.Heat oil in a heavy bottomed pan, add the mustard seeds and let it crackle. Add the curry leaves and let it splutter. Once the curry leaves have spluttered, add the onions and saute the onions until they are tender.Add the steamed beans, turmeric powder, pepper powder, season with salt, mix well and stir fry the Beans Mezhukkupuratti for a couple of minutes. Check the salt to taste and adjust accordingly. Once done, turn off the heat and transfer the Beans Mezhukkupuratti to a serving bowl. Serve the Beans Mezhukkupuratti Recipe (Kerala Beans Poriyal) along with Kerala Red or White Rice, Arachuvitta Sambar Recipe, and Elai Vadam for a simple yet delicious Kerala inspired weeknight dinner.",Kerala Recipes,Lunch,Vegetarian,other,1,25,4,https://www.archanaskitchen.com/beans-mezhukkupuratti-recipe-kerala-style-stir-fried-beans
Manga Rasam Recipe - Raw Mango Rasam Recipe,"1 Mango (Raw),1/2 cup Water,1/4 cup Arhar dal (Split Toor Dal) - cooked,1 tablespoon Ghee,1/2 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves,2 Green Chillies - slit,Asafoetida (hing) - a pinch,1 inch Ginger - finely chopped,1 Tomato - diced,1 teaspoon Cumin powder (Jeera),1 tablespoon Lemon juice,1/2 teaspoon Black pepper powder - freshly ground,1 teaspoon Turmeric powder (Haldi),1 1/2 teaspoon Coriander Powder (Dhania),1 tablespoon Jaggery,Salt - to taste,5 sprig Coriander (Dhania) Leaves - finely chopped","To begin making the Mango Rasam Recipe, firstly wash the mango, cut the stem and place the entire mango in the pressure cooker along with 1/2 cup of water. Close the cooker with lid.Pressure cook for 5 to 6 whistles and allow the pressure to release naturally.When the pressure releases and the mango has cooled, squeeze the pulp out and discard the stone and peels. Add the mango pulp to a mixer grinder, along with half a cup of water and blend to make smooth mango puree. Keep aside.Cook the toor dal in 1 cup of water for about 5 to 6 whistles and allow the pressure to release naturally. Once the pressure releases, mash the toor dal until smooth and keep aside.Next, add the ghee in a saucepan. Once the ghee is hot, add mustard seeds, cumin seeds and allow it to crackle.Once the seeds have crackled add the asafoetida, curry leaves, green chillies, ginger and saute for a few seconds.Add the mango pulp, tomato, lemon juice, black pepper powder, turmeric powder, cumin powder, jaggery, cooked dal, salt to taste and mix everything well.Add about 2 cups of water to adjust the consistency of the rasam. Bring the Mango Rasam to a brisk boil for about 10 minutes till you see froth around the edges and turn off the heat.Stir in the chopped coriander leaves, give it a mix and transfer Mango Rasam into a serving bowl and serve hot.Serve Mango Rasam Recipe along with Steamed Rice, Beetroot Poriyal and Elai Vadam for a weekday meal.",South Indian Recipes,Lunch,Vegetarian,other,1,40,4,https://www.archanaskitchen.com/mango-rasam-sweet-spicy-and-tangy-soup-recipe
Drumstick Dal Recipe,"1 cup Arhar dal (Split Toor Dal),2 Drumstick - cut into 3 inch pieces,1 Onion - sliced,2 Tomatoes - roughly chopped,2 Green Chillies - slit,1 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,2 teaspoon Ghee,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Mustard seeds,1 sprig Curry leaves,3 Dry Red Chillies","To begin making the Drumstick Dal, in a pressure cooker combine the toor dal along with onions, tomatoes, chili powder, haldi and green chili, one and a half cups of water, close and pressure cook for three whistles and turn off the heat. Allow the pressure to release naturally. Once the pressure has released, open the cooker and give the dal a quick stir. Adjust the consistency to your liking. Pressure cook Drumsticks along with 2 tablespoons of water and a pinch of salt for two whistles and release the pressure immediately.Drumsticks should not become too soft. Cooking drumsticks separately retains their nutrition and color.Add the cooked drumsticks to the dal and give it a stir. Check the salt and seasonings and adjust according to taste.The next step is to make the tadka. In a tadka pan, add ghee and allow it to heat; add the mustard seeds and allow it to crackle. Add the asafoetida powder and curry leaves, and dry red chilies stir it in and turn off the heat.Pour this tempering over the cooked Drumstick Dal and transfer the dal to a serving bowl.Serve Drumstick Dal along with Pavakkai Poriyal, Rice and a bowl of curd for a wholesome weeknight dinner or even a comforting lunch.",South Indian Recipes,Lunch,Vegetarian,other,1,45,4,https://www.archanaskitchen.com/drumstick-dal-recipe
Matta Rice Peas Pulao Recipe - Matta Rice Peas Pulao,"2 cups Kerala Matta Rice - soaked in water for 30 minutes, 1 cup green peas, 2 cardamom, 1 inch lentil sugar, 1 bay leaf, 2 teaspoons cumin seeds, salt - as per taste, 1 teaspoon sugar - optional, ghee - as per use","To make Matta Rice Pea Casserole, first of all, add Matta Rice in a pressure cooker with 4 cups of water. Cook till 6 city comes and let the pressure drain. Open the cooker, take out the rice and keep it aside to cool for 15 minutes. Now heat ghee in a pan. Add cardamom, cinnamon, bay leaves, cumin seeds and let it cook for 20 seconds. Now add peas and cook for 30 seconds. After 30 seconds, add rice, salt and sugar to it. Mix well and cook for 1 to 2 minutes. Serve the Matta Rice Matar Pulao for dinner along with mixed vegetable Kurma and boondi raita.",Indian,Lunch,Vegetarian,other,1,45,4,http://www.archanaskitchen.com/matta-rice-peas-pulao-recipe-in-hindi
Fasting Potato Paneer Recipe - Potato Paneer Curry Without Onion And Garlic Recipe,"7 Potatoes - Chopped, 350 gms Cheese - Chopped, 5 Tomatoes, 2 inch Ginger - Grated, 2 Green Chillies, 1 teaspoon Red Chilli Powder, 1 teaspoon Coriander Powder, 1 teaspoon Cumin Powder - Baked, Salt - As per taste, oil - Green coriander - Finely chopped according to use","To make Aloo Paneer Curry, firstly grind tomatoes, ginger and green chillies in a blender. Keep it separately. Heat the oil in a pressure cooker and add grated ginger to it. Cook it for 1 minute. Add tomato puree to it and cook for at least 10 minutes. Now add red chili powder, coriander powder and salt. Cook it well for the next 5 minutes. Add potatoes and cook for 2 minutes. After 2 minutes add 2 cups of water and roasted cumin seeds. Close the cooker and cook till one city comes. After coming to a city, turn off the gas and let the pressure drain. Open the cooker and let the curry boil. Add pieces of pannaer, cook for 2 minutes and garnish with green coriander.",North Indian Recipes,Lunch,Vegetarian,other,1,80,4,https://www.archanaskitchen.com/potato-paneer-curry-without-onion-and-garlic-recipe-recipe-in-hindi
Poshto Phoolkopi Recipe (Cauliflower & Potato In Poppy Seeds Gravy),"1 Cauliflower (gobi) - cut into florets,2 Potatoes (Aloo),5 tablespoon Poppy seeds,7 Green Chillies,1 teaspoon Kalonji (Onion Nigella Seeds),2 Green Chillies - slit,2 tablespoon Mustard oil,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste,1 teaspoon Sugar,1 tablespoon Coriander (Dhania) Leaves - chopped for garnish","To begin making the Poshto Phoolkopi recipe, firstly boil water in a saucepan. Add little salt and cook cauliflower florets and chopped potatoes for 3 minutes. Remove from water and keep aside.Heat 1 tablespoon mustard oil in a heavy bottomed pan. Fry cauliflower florets and potatoes until it turns golden brown. Remove from pan and keep aside.Rinse poppy seeds in water. Grind together poppy seeds, green chilies into smooth paste adding little water at a time.Add the remaining oil to the pan. Add onion seeds and slit green chilies. Then add the fried cauliflower and potatoes. Add salt to taste, turmeric powder, poppy seed paste. Mix well, cover and cook for about 5 minutes. Add little water if required. Keep the curry thick. Add sugar, mix properly and turn off the flame. It is ready to serve.Serve Poshto Phoolkopi along with Bengali Chapor Ghonto and Bengali Luchi for a weekend lunch with friends and family.",Bengali Recipes,Lunch,Vegetarian,other,1,30,4,https://www.archanaskitchen.com/poshto-phoolkopi-recipe-cauliflower-potato-in-poppy-seeds-gravy
Chow Chow Thakkali Kootu Recipe - Chayote Squash In Dal Coconut Curry,"2 Chow chow (chayote squash) - peeled,1/2 cup Yellow Moong Dal (Split) - washed,2 Tomatoes - roughly chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,1 Dry Red Chillies,1/2 teaspoon Asafoetida (hing),1 sprig Curry leaves,2 teaspoons Sunflower Oil,Salt - to taste,1/4 cup Fresh coconut - grated,2 Dry Red Chillies,1 teaspoon Cumin seeds (Jeera),1 teaspoon Whole Black Peppercorns","To begin making Chow Chow Thakkali Kootu Recipe, wash and soak the moong dal for 10 minutes.Meanwhile, wash, de-skin, core the chow chow/chayote squash and cut into small cubes. Now, add the drained soaked moong dal to the pressure pan, along with chow chow, salt, tomatoes, cumin, turmeric powder, long with 1-1/4 cups water and pressure cook for 2 to 3 whistles. Turn off the heat and allow the pressure to release naturally.Meanwhile, make a fine paste of the grated coconut, red chilli, cumin seeds, pepper using a mixer grinder adding very little water.Place a heavy bottomed pan on low heat, add the cooked dal, chow chow and the prepared kootu masala along with 1/2 cup of water.Season with salt and let the chow chow kootu simmer for 3 to 4 minutes on high heat and turn off the heat. Check the salt and adjust according to taste.Heat oil in a small tadka pan, add the dried chillies, asafoetida, mustard seeds and let it splutter.Add the curry leaves, let it splutter and add this tadka to the prepared Chow Chow Thakkali Kootu. Once done, transfer the kootu to a serving bowl and serve hot.Serve Chow Chow Thakkali Kootu Recipe along with Phulkas and Carrot Cucumber Tomato Salad for a light weekday lunch.Or if you wish to make an elaborate meal, serve Chow Chow Thakkali Kootu along with Steamed Rice, Murungakkai Puli Kuzhambu (Drumstick Tamarind Curry), Kollu Rasam, Curd and Elai Vadams for the weekend lunch.",South Indian Recipes,Lunch,Vegetarian,other,1,25,4,http://www.archanaskitchen.com/chow-chow-thakkali-kootu-recipe-chayote-squash-in-dal-coconut-curry
Goan Bimbla Uddamethi Recipe,"5-6 Bimbla (Bilimbi),1 Cup Fresh coconut - grated,1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),20 Grams Jaggery - adjust according to your taste,1 Tablespoon Sunflower Oil,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon White Urad Dal (Split),1 teaspoon Mustard seeds,10-12 Curry leaves,Asafoetida (hing) - a pinch,Salt - to taste","To begin making Goan Bimbla Uddamethi Recipe, wash Bimbla 3-4 times. Cut them into very small cubes.In a heavy bottomed pan, bring a cup of water to a boil and add the chopped Bimbla. Let the bimbla sit in the boiling water until they soften. Meanwhile, grind grated coconut along with red chili powder and turmeric powder using a spoon of water .Add the coconut paste in the boiled bimbla. Add jaggery to the pan as well.Add some water just to thin it out and allow this mixture to boil.While curry is boiling, prepare the tempering.In a pan heat oil on medium heat. Add Fenugreek seeds, Urad dal, mustard seeds and Curry leaves. Cover and let the seeds crackle on low heat. Once the mustard seeds have crackled, add asafoetida and remove from heat.Pour this tempering over the boiling curry.Add salt as per your taste. Stir the mixture until everything combines. Remove from heat and Bimbla Uddamethi is readyServe Bimbla Uddamethi with Steamed Rice and Mixed Vegetables Ajethna Recipe (Mangalorean Style Mixed Vegetables Sabzi) for a complete meal.",Konkan,Lunch,Vegetarian,other,1,20,4,https://www.archanaskitchen.com/goan-bimbla-uddamethi-recipe
Tandoori Style Soya Chaap Curry Recipe,"6 Soya Chaap,1 Tablespoon Ginger Garlic Paste,1/2 cup Curd (Dahi / Yogurt),1 Red Bell pepper (Capsicum),1/4 cup Cheese - grated,4 Green Chillies,1 teaspoon Garam masala powder,1 teaspoon Tandoori masala,1/2 teaspoon Red Chilli powder,1/4 teaspoon Kashmiri Red Chilli Powder,Coriander (Dhania) Leaves - Fresh (chopped),Salt - to taste,Sunflower Oil - as required","To begin making the Tandoori Style Soya Chaap Curry recipe, first remove the sticks from Soya chaap and dice them small circular pieces.Next, take a bowl and add diced soya chaap, ginger garlic paste, and salt together. Use your hands to rub the mixture on soya chaap. Let it marinate for 15 minutes.Meanwhile, take the red pepper and keep it directly on gas (fire) for roasting. Roast till it gets charred from all the sides. Let it cool down for few minutes. Use your hands to remove the burnt skin from the pepper. Grind the roasted pepper & green chillies together.Now take the marinated soya chaaps and add red pepper paste, whisked yogurt, grated cheese and all the spices into it. Give it a good stir so that soya chunks are properly coated. Cover the bowl with a cling film & leave it for another 15 minutes of marination. Once marinated, then heat up oil in pan and first add the soya chunks in order to fry them. Cook them for 7-8 minutes and then add the left over marinade into the pan. Cook on low heat till the gravy starts thickening.Adjust salt as per your taste and turn off the heat. Garnish it with some fresh coriander leaves and serve hot.Serve Tandoori Style Soya Chaap Curry along with Tomato Onion Cucumber Raita and Whole Wheat Lachha Paratha for a weekday meal.",North Indian Recipes,Lunch,High Protein Vegetarian,other,1,50,2,https://www.archanaskitchen.com/tandoori-style-soya-chaap-curry-recipe
Chana Kanghou Recipe - Manipuri Style Kala Chana Sabzi,"1 cup Kala Chana (Brown Chickpeas),1 Onion - chopped,1 Tomato - chopped,2 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),Salt and Pepper - to taste,1 sprig Coriander (Dhania) Leaves,Mustard oil - for cooking","To begin making the Manipuri Style Chana Kanghou Recipe, soak the chickpeas in water for about 4 hours or overnight.After soaking pressure cook the chickpeas in a pressure cooker with water and salt for about 5 whistle. After 5 whistles turn off the heat and let the pressure release naturally.Once the pressure has released open the pressure cooker and then strain the water from the chickpeas. Keep aside.Now heat a skillet with oil, add the cumin seeds and let them splutter.Once the cumin seeds have spluttered add the onions and green chillies. Saute the onions and green chilli till the onions become golden brown.Once done, add in the tomatoes and saute them well, you can add a little more salt to help cook the tomatoes faster.After the tomatoes have softened add in the red chilli powder, coriander powder and saute for a minute.Once done, add your cooked chickpea to the masala, 1/4 cup of water and keep mixing till the water evaporates and becomes little dry.Once done turn off the heat and transfer the Manipuri Style Chana Kanghou to a serving bowl. Garnish with coriander leaves and serve.Serve the Manipuri Style Chana Kanghou Recipe along with a Palak Dal and Tawa Paratha to make it a meal.",North East India Recipes,Lunch,Vegetarian,other,1,320,4,https://www.archanaskitchen.com/manipuri-style-chana-kanghou-recipe-kala-channa-dry-subzi-recipe
