name,ingredients,instructions,cuisine,course,diet,region,tier,total_time_mins,servings,url
Apple Onion Chutney (Recipe In Hindi),"2 apples - peel and cut into small pieces, 3 onions - peel and chop, 2 teaspoons ginger - tighten, 5 dates - cut out the seeds, 1 teaspoon all spice powder, 5 tablespoons jaggery - tighten, 1/3 Cup red wine vinaigrette, salt - 2 tablespoons oil - or butter, thyme leaves - a little bit as per use","To make apple and onion chutney, first heat oil or butter in a pan. Now add onions and cook till the onion becomes soft and brown. After browning, add ginger, apple, salt, jaggery, red wine vinaigre, all spice powder and thyme leaves. Cook until the apples are soft. Serve. Serve apple and onion chutney with crackers or cheese.",Indian,Side Dish,Vegetarian,other,2,35,6,http://www.archanaskitchen.com/apple-onion-chutney-recipe-in-hindi
Ragi Masala Twisters Recipe-Healthy Snack,"2 cups Whole Wheat Flour,1/2 cup Ragi Flour (Finger Millet/ Nagli),1/4 cup Coriander (Dhania) Leaves - chopped,2 tablespoon Curd (Dahi / Yogurt),1/2 teaspoon Ginger - paste,1 Garlic - paste,1/2 Green Chilli - paste,1/2 teaspoon Sugar,2 teaspoon Sunflower Oil - or butter,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Turmeric powder (Haldi),Salt - to taste","To begin making Ragi Masala Twisters, preheat the Oven to 180 degrees Celsius.Line a Baking tray with parchment paper. Set aside.Take Ragi and Whole Wheat Flour in a bowl. Add curd ginger garlic and chili paste, cumin seeds, sugar, salt, turmeric powder, freshly chopped coriander leaves, oil and combine.Add water little by little, to form a pliable dough. Hence, add little water spoon by spoon.Knead a soft pliable dough. It should not be very stiff nor very sticky.Divide this healthy snack dough into two and roll each of them by dusting the surface with dry flour. The dough should be rolled in a large circle of about 8 inch diameter.Now cut it into strips of about 1/2 to 1 inch using a sharp knife or a pizza cutter.Twist each strip vertically with your hands and place them on a lined baking sheet and bake in a preheated oven for 20 minutes or until they become crisp and light brown in colour.Flip sides gently after half time. Let the Ragi Masala Twisters come to room temperature before indulging as they will crisp up even more.Store Ragi Masala Twisters in an airtight container to stay good for a weeks.Serve Ragi Masala Twisters recipe during tea time with Qahwa or Masala Chai.",South Indian Recipes,Snack,Vegetarian,other,2,67,4,https://www.archanaskitchen.com/ragi-masala-twisters-recipe-healthy-snack
Ajwain Puri Recipe - Puri Flavoured With Carom Seeds,"250 grams Whole Wheat Flour,1 teaspoon Ajwain (Carom seeds),1 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil","To begin making Ajwain puri Recipe by mixing all the ingredients includinh whole wheat flour, carom seeds, turmeric powder, salt with enough water in a bowl.Add sufficient water and knead in order to get a consistency of a stiff dough. At the end add 2 tablespoon of oil to bind.Make equal small balls and roll them on to a board using a rolling pin.The thickness of the dough must not be too thin.Heat the oil in a Kadai with enough oil to fry the puris.After 5 to 10 minutes you can add a tiny bit of the dough into the oil to check if it is done. If the dough rises up quickly then it is done.Now gently and carefully slide the puris into the oil. Once it comes on top, with your ladel press the puri down so that it helps in puffing up. Then later turn the puri and cook on both the side till you get a golden brown colour.Once done, take out on a kitchen towel to absorb the excess oil. Serve your delicious puffed up Ajwain Puris with Amritsari Aloo or Palak Makhana and Boondi Raita to make it a complete meal.",Indian,Indian Breakfast,Vegetarian,other,2,55,4,https://www.archanaskitchen.com/ajwain-puri-recipe
Kashmiri Anardan Chetin Recipe (Pomegranate Seeds Chutney),"4 teaspoon Anardana Powder (Pomegranate Seed Powder),1 Onion - chopped,1/2 cup Coriander (Dhania) Leaves,1/2 cup Mint Leaves (Pudina),2-3 Green Chillies,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Salt,1 pinch Sugar,1 teaspoon Lemon juice,Water - as required","To prepare the Kashmiri Anardan Chetin Recipe (Pomegranate Seeds Chutney), chop onion, swash coriander and mint leaves thoroughly with water. Chop them finely.In a Mixer jar, add pomegranate seeds, chopped onions, mint leaves, coriander leaves, cumin seeds, green chilies, chat masala, salt, and sugar.Add water and grind them into a fine paste.Add lemon juice and combine them well.Check for salt and adjust accordingly.Serve Anardan Chetin Recipe (Pomegranate Seeds Chutney) as a dip for homemade idlis.",Kashmiri,Side Dish,Vegetarian,other,2,30,4,http://www.archanaskitchen.com/anardan-chetin-recipe-pomegranate-seeds-chutney
Karnataka Style Sabbasige Rasam Recipe - Dill leave & Toor Dal Rasam,"1 cup Arhar dal (Split Toor Dal),1 cup Dill leaves,2 tablespoon Fresh coconut - grated,1 tablespoon Poppy seeds,1 Onion - chopped,1 Tomato - chopped,1 Cinnamon Stick (Dalchini),1 sprig Coriander (Dhania) Leaves,3 tablespoon Sambar Powder,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 tablespoon Jaggery,Sunflower Oil,Salt - to taste","We begin making the Karnataka Style Sabbasige Rasam Recipe (Dill leave & Toor Dal Rasam Recipe) by boiling the dal, dill leaves and coconut in a pressure cooker with turmeric powder and salt.Add 1 cup water and Pressure cook the dal for about 4 whistle, turn off the flame and release the pressure naturally.Once done, drain the water and set aside as that is the base of our rasam , and transfer the dal into another bowl. Cool it down and blend this in a mixer jar along with poppy seeds, onion, tomato, cinnamon stick, coriander leaves, sambar powder, 1/4 cup of water and grind this into a smooth paste. Transfer to a bowl and set aside. Heat a kadai with oil on a medium flame, add mustard seeds let it splutter then add the curry leaves. And add the ground dal masala. Stir and cook for 10 minutes.Add the drained water that you had kept aside and mix well, you can add 1 more cup of water and add jaggery and check for seasoning. Bring it to a boil and switch off the flame. Serve the Karnataka Style Sabbasige Rasam Recipe (Dill leave & Toor Dal Rasam Recipe) along with steamed rice and few drops of ghee on top along with Menthe / Fenugreek Seeds Tambli Recipe (Karnataka Recipes) for your lunch meal.",Karnataka,Lunch,Vegetarian,other,2,40,4,http://www.archanaskitchen.com/karnataka-style-sabbasitige-rasam-recipe-dill-leave-toor-dal-rasam-recipe
Sweet Corn & Avarakkai Sundal Recipe,"1 cup Sweet corn,1 cup Avarekalu / Lilva Beans,1/2 cup Fresh coconut - grated,1 tablespoon Cumin powder (Jeera),1 teaspoon Mustard seeds,1/2 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,2 Dry Red Chilli,4 or 5 Curry leaves - roughly torn,Salt - for taste,Sunflower Oil","To begin making the Sweet Corn & Avarekalu Sundal Recipe, pressure cook the avarekalu beans with water about an inch, sprinkle some salt and cook for just 1 whistle. Switch off the heat.Allow the pressure to release naturally and drain all the water. Keep the avarekalu aside.Heat a heavy bottomed pan/kadhai with oil, add mustard seeds and allow the seed to splutter for few seconds. Once it splutters, add curry leaves, dry red chilli, asafoetida and allow the curry leaves to crisp up. Then add the cooked beans, sweet corn and toss for about 10 minutes. Finally, add the grated coconut and cumin powder, salt for taste. Toss well and serve.Serve the Sweet Corn & Avarekalu Sundal Recipe hot as a healthy tea time snack along with Masala Chai Recipe or make it for special festivals like Gollu (Navratri). You can also serve it along with Steamed Rice and Mixed Vegetable Sambar for your weekday lunch.",Tamil Nadu,Appetizer,Vegetarian,other,2,25,4,http://www.archanaskitchen.com/sweet-corn-avarakkai-sundal-recipe
Vagharela Chawal Recipe - Parsi Style Brown Rice,"1-1/2 cups Rice - washed,2 Onion - thinly sliced,2 Cardamom (Elaichi) Pods/Seeds,2 cloves Cloves (Laung),inch Cinnamon Stick (Dalchini),Salt - to taste,1 tablespoon Ghee","To begin making the Vagharela Chawal Recipe - Parsi Style Brown Rice, in a pressure cooker, heat ghee on medium flame, to this add the whole spices - cinnamon, cloves, cardamom. Once the spices begin to sizzle, add the sliced onions and saute till it turns into a deep brown caramelised colour. This will take about 10 minutes on medium heat.Once the onions have caramelised, add the washed and drained rice along with 3 cups of water, salt and close the pressure cooker. Pressure cook the Vagharela Chawal for 3 whistles and turn off the heat. Allow the pressure to release naturally.Once the pressure has released, open and fluff the Vagharela Chawal using a fork and transfer to a serving bowl and serve hot.Serve the Vagharela Chawal along with Dhansak or Parsi Salli Murgh Recipe - Salli Marghi and salad for a simple weekday lunch or weeknight dinner.",Parsi Recipes,Main Course,Vegetarian,other,2,25,4,http://www.archanaskitchen.com/vagharela-chawal-recipe-parsi-style-brown-rice
Traditional Maharashtrian Bhakarwadi Recipe,"1/2 cup All Purpose Flour (Maida),1/2 cup Gram flour (besan),1 pinch Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Baking soda,1 pinch Asafoetida (hing),Salt - to taste,1/2 cup Dessicated Coconut,1 tablespoon Sugar,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Fennel seeds (Saunf),1/4 teaspoon Cumin powder (Jeera),2 tablespoon Sesame seeds (Til seeds),1/2 teaspoon Garam masala powder,1 tablespoon Poppy seeds,Salt - to taste,Sunflower Oil - for deep-frying,2 tablespoons Tamarind Paste - or Tomato ketchup","To begin making Traditional Maharashtrian Bhakarwadi Recipe, take all the ingredients required to make the dough in a mixing bowl and give it a nice mix.To the dry ingredients, add water little by little, and by mixing with fingers first. Once the crumbly dough is formed, knead it by applying pressure into a tight dough.Cover the dough with a damp kitchen towel and leave it untouched for 15-20 minutes. This will help in increasing the binding strength of the flour.Meanwhile, take all the ingredients required for filling and blend it into a coarse masala powder in a food processor, except the tamarind powder (or tomato ketchup).After resting time, divide the dough into equal sized balls.Roll each ball into a thick roti. Brush the roti with tomato ketchup/tamarind paste and spread the filling of masala powder all over the roti.Roll tightly to form a roll. And run a sharp knife to cut it into roundels of about 1 cm thick each.Once done, heat enough oil in a deep frying pan to cook the bhakarwadi.Once the oil is hot, on a medium heat, drop the prepared bhakarwadi in batches and deep fry them till done and brownish in colour. Take them out once done and absorb excess oil by putting them on a kitchen towel.Once all the bhakarwadi are done and cooled, store them in an airtight container till required. These bhakarwadi stay good for a couple of weeks.Serve Traditional Maharashtrian Bhakarwadi Recipe over tea time with Masala Chai Recipe and Gajar Ka Halwa Recipe or Chole Aloo Tikki Chaat Recipe.",Maharashtrian Recipes,Snack,Vegetarian,other,2,40,4,https://www.archanaskitchen.com/traditional-maharashtrian-bhakarwadi-recipe
Ribbon Pakoda Recipe - South Indian Tea Time Snack,"2 cups Gram flour (besan),1 cup Rice flour,1/4 cup Urad Dal Flour,1/2 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,1/4 cup Butter,Water - as needed,Salt - to taste,Sunflower Oil - for deep frying","To begin making the Ribbon Pakoda recipe, combine all the ingredients listed above except water, until you get coarse crumbs. Gradually add water to make a stiff yet smooth dough.Grease the Sev Press or the Sev Sancha with oil and place the plate with many thin strips into the press.Heat oil in a frying pan, until hot, on medium heat. Deep frying on high heat will brown the pakoda quickly and not crisp it. Fill in the ribbon pakoda dough into the press.Press out thin strips of the the ribbon pakoda dough into the hot oil. Only press in enough to cover the oil pan.These ribbons cook and turns dark quickly. So gently turn the pressed ribbons to fry the other side on medium heat. Once the ribbon pakoda starts to turn golden, using a slotted spoon drain excess oil out and transfer the ribbon pakodas on a plate with an oil absorbent paper to cool completely. Press the remaining batches of the ribbon pakoda dough in the similar manner.Cool the Ribbon Pakodas and store them airtight containers.Serve Ribbon Pakoda as an evening snack with a hot cup of Masala Chai.",Indian,Snack,Vegetarian,other,2,60,6,https://www.archanaskitchen.com/ribbon-pakoda-recipe-south-indian-tea-time-snack
Chocolate Kaju Katli Recipe - Chocolate Kaju Barfi,"2 1/4 cups Cashew nuts,1 cup Sugar,100 ml Water,1 cup Milk chocolate - or dark chocolate","To begin making the Chocolate Kaju Katli Recipe, first of all grind the cashew nuts in a blender to make a fine powder.Take a heavy bottomed pan, add the sugar and water to it. Place it on a medium heat and bring it to boil. Once the sugar has dissolved completely, turn the heat down and allow the mixture to boil for a few minutes till it reaches a one-string consistency.To test if it has reached the right consistency, transfer a few drops of the syrup on a clean plate, allow it to cool for 15-20 seconds and test it for the formation of a single thread between your thumb and index finger.If the syrup has reached single thread consistency, transfer the ground cashew nut powder into the syrup and stir continuously for 4-5 minutes. The mix will gradually turn into a thick paste.Take the mixture off the heat and allow it to cool to room temperature. As soon as the mix cools down slightly, grease your palms with a dash of ghee and start kneading the mix. Knead till it is smooth, uniform and like a dough.Next, spread a sheet of butter paper on the counter top. Place the dough on it and roll the dough out with a rolling pin to a thickness of 5-6 mm, evenly.Place a saucepan with water on the heat. Place a heat proof bowl over it and melt the dark chocolate over it. The heat generated in the boiling water beneath will melt the chocolate gradually. Ensure that the boiling water does not touch the heatproof bowl.When the chocolate has melted properly, pour it over the rolled kaju katli dough and spread it evenly with the help of a spatula.Allow it to cool for some time and then transfer it to a surface and refrigerate it for 15-20 mins. This will help the chocolate solidify.When the chocolate has set, you can cut the Chocolate Kaju Katlis by making intersecting diagonal lines, so they form the trademark diamond shapes. Serve the Chocolate Kaju Katli Recipe along with Angoori Rasmalai Recipe at a festive gathering with family and friends.",Indian,Dessert,Vegetarian,other,2,50,10,http://www.archanaskitchen.com/chocolate-kaju-katli-burfi-recipe-cashew-nut-fudge-with-chocolate-glaze
Bendekayi Koddel/Bolu Huli Recipe - Mangalorean Style Bhindi Sambar Recipe,"25 Bhindi (Lady Finger/Okra) - cut to about an inch,1 cup Arhar dal (Split Toor Dal) - cooked till soft,1/4 teaspoon Turmeric powder (Haldi),2 Green Chillies - slit (adjust),Tamarind - gooseberry sized,2 teaspoon Jaggery,2 teaspoons Rasam Powder,Salt - to taste,1-1/2 tablespoons Coconut Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),Curry leaves - a few","To begin making the Bendekayi Koddel/Bolu Huli or Mangalorean Style Bhindi Sambar Recipe, firstly keep everything ready with all the ingredients required.In a heavy bottomed pan, heat a tablespoon coconut oil and roast the bhindi till all the sliminess disappears and the pieces appear crisp.In a saucepan, add tamarind water, slit green chillies and haldi. Add the roasted bhindi/bendekayi to it. Boil them till lady finger are cooked well.Once the mixture seethed and bhindi are tender, add cooked toor dal, salt, jaggery, rasam powder and adequate water to it. Boil well on low flame.The next step is to temper the dal. Heat a tadka pan with coconut oil. Add mustard seeds and allow it to crackle.Add cumin and cook it for about 10 seconds. After 10 seconds, add hing, curry leaves and saute on low flame for about 30 seconds. Make sure that you dont burn them. Once it is ready, pour it over the sambar and give it a mix. It is ready to be served.Serve Bendekayi Koddel along with Steamed Rice and Sweet Corn Poriyal for a weekday lunch with your family or pack it in their lunch box.",Mangalorean,Side Dish,Vegetarian,other,2,30,4,http://www.archanaskitchen.com/bendekayi-koddel-bolu-huli-recipe-mangalorean-style-bhindi-sambar-recipe
Homemade Lemon Sevai Recipe - Lemon Idiyappam Recipe,"2 cups Idli Rice,Lemon juice - from 2 lemons,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1/4 cup Roasted Peanuts (Moongphali),2 Green Chillies - finely chopped,2 sprig Curry leaves,2 inch Ginger - finely chopped,2 tablespoons Sesame (Gingelly) Oil","To begin making Lemon Sevai/ Idiyappam Recipe, first wash and soak the rice in water, such that the rice is completely immersed in water.Let it soak for about 2 hours. Transfer to a mixer and grind to get a smooth paste. It must be of semi-thick pouring consistency and not of a liquid consistency.The next step is to make the steamed dumplings/ idli and then the make the idiyappam / sevai in the sevai maker.Place the sevai/ idiyappam batter in greased idli molds and steam for 10 minutes. Once the rice idlis are steamed we will make the sevai.The batter will begin to leave the sides of the pan and will form a thick shiny big ball of dough. This process will take about 15 to 20 minutes.The next step is the press the hot idlis in the sevai/ idiyappam maker or the sevai maker or a press, also called as sevai nazhi.This is the most crucial stage. The idlis should be hot when you press to make the noodles. If it turns cold you will not be able to press the dumplings to get the noodles.Proceed to hot press one at a time by turns the wheels of the sevai nazhi to get the uber soft noodles.Continue till you are done with all the sevai idli. Transfer the sevai to a large bowl as and when you finish. You sevai is now ready to be flavoured or eaten.The final step is to make the Lemon Sevai Recipe.Heat a kadai and add the oil. Add the mustard and allow it to crackle. Add the green chillies, ginger, peanuts, curry leaves and saute for a few seconds.Now add the turmeric powder and the steamed rice sevai/idiyappam and give the Lemon Sevai a quick stir. Now add the lemon juice and stir until combined well.Check the salt and spice levels and adjust to suit your taste for the Lemon Sevai/ Idiyappam.Serve the Lemon Sevai for breakfast, a teatime snack or even for dinner along with Coconut Chutney or Mor Kuzhambu.",South Indian Recipes,South Indian Breakfast,Vegetarian,other,2,160,2,http://www.archanaskitchen.com/lemon-sevai-recipe-how-to-make-homemade-rice-noodles
Mavinakayi Chutney Recipe - South Canara Raw Mango Chutney,"2 Mango (Raw) - chopped,5 Dry Red Chillies,1/2 teaspoon Mustard seeds,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/4 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),1 tablespoon Coconut Oil,Salt - to taste","To begin making Mavinakayi Chutney Recipe, take a small pan, add oil, once the oil is hot, add mustard seeds, and allow it to splutter.Immediately add fenugreek, cumin seeds, asafoetida, and saute well for half a minute.Now add red chilies and saute well for 1 minute. Cool this mixture.Add the roasted mixture along with raw mangoes and salt in a blender or a mixer grinder and grind into coarse paste.Serve the Mavinakayi Chutney Recipe as an side dish with Bele Dosa Recipe and homemade butter.",Karnataka,Side Dish,Vegetarian,other,2,15,2,https://www.archanaskitchen.com/south-canara-style-mavinakayi-hindi-recipe-raw-mango-spicy-chutney
Atta Biscuit Recipe (Whole Wheat Flour Cookies Spiced with Cardamom),"1-1/2 cups Whole Wheat Flour,1/4 cup Wheat Bran,1/2 cup Caster Sugar,10 Cardamom (Elaichi) Pods/Seeds - peeled and powdered,100 grams Butter (unsalted) - chilled and cubed,1 pinch Salt,1/4 cup Milk,8 Cashew nuts - halved lengthwise","To make Atta Biscuit Recipe (Whole Wheat Flour Cookies Spiced with Cardamom), we will first preheat the oven to 170 C and line two baking sheets with parchment paper or grease with little butter.Sift together flour, bran, sugar and cardamom pods powder in a large mixing bowl. Now add the cubed and chilled butter into the dry ingredients, mix using your fingers or a pastry cutter, until the cookie dough forms a crumbly sandy mixture.Next add one tablespoon of milk at a time to make a soft and firm cookie dough. When you notice the flour has come together and is well combined, then you can stop kneading the dough.To shape the cookies, divide the dough into equal size small portions and roll into balls.Flatten each ball into a disc about 1/4"" thick. Arrange the biscuits on the lined baking sheets at some distance apart. Press half a cashew into the centre of each biscuit. Bake biscuits for approx. 20-22 minutes each or until done and golden around the edges. Rotate each sheet halfway through for even baking.Once baked, transfer biscuits to a wire rack to cool down before storing.Serve Atta Biscuit (Whole Wheat Flour Cookies Spiced with Cardamom) with a cup of masala chai for the evening snacks or store in an airtight box at room temperature.",Indian,Snack,Vegetarian,other,2,60,4,https://www.archanaskitchen.com/atta-biscuit-recipe-whole-wheat-flour-cookies-spiced-with-cardamom
Basundi / Rabri Recipe,"2 liter Milk,3/4 cup Sugar - (I like adding a little less sugar please adjust according to your taste),1 teaspoon Cardamom Powder (Elaichi),2 Saffron strands,1/4 cup Badam (Almond) - or pistachios","To begin making the Basundi Recipe, we will first have to condense the milk. To do this, place the milk on high heat over a heavy bottomed sauce pan and bring it boil.Add the sugar and stir continuously until the sugar dissolves. Once the sugar has dissolved and the milk is boiling vigorously for a few minutes reduce the heat to low and simmer the milk mixture stirring continuously until it is reduced to three fourths of its original quantity. The condensation will cause the cream from the milk to settle on the sides and bottom of the pan. Its important to keep scraping down the cream and adding it back to the condensing milk.The mixture will begin to thicken and get a creamy texture. It is important to make sure towards the end of the condensing process to be close to the stove monitoring the milk and stirring it continuously. The last stages are when the condensed milk can get burned at the bottom of the pan and completely alter the taste of the basundi.Note Again: During the process of condensation of the milk, keep stirring the cream that keep forms, as it will stick to the sides and bottom of of them pan, while stirring keep scrapping down the sides and bottom to prevent burning of the cream.Once the milk has reduced to half of its original quantity, turn off the heat. The Basundi (Rabri) is almost ready. All you have to do now is to stir in the cardamom powder and the finely chopped nuts.Transfer the Basundi (Rabri) to a serving dish and allow it to cool before you can refrigerate for 3-4 hours. Serve the Basundi (Rabri) hot or cold, during any season or serve it as a party dessert and enjoy.Note: You can add fruits like Lychee's and Strawberries to make a delicious Strawberry Rabri or Lychee Rabri. And serve the Rabri chilled for the warm winter nights or after a spicy Indian Meal.Serve the Basundi as part of a dessert along with Badam Elaichi Kulfi Recipe With Condensed Milk, Pista ice cream and Falooda to make a quick Indian sundae. Likewise you can serve Rabri with Homemade Jalebi Recipe or Malpua With Rose And Saffron Syrup Recipe",Gujarati Recipes,Dessert,Vegetarian,Gujarati,1,55,4,http://www.archanaskitchen.com/basundi-recipe-a-nutty-condensed-milk-pudding
Kala Chana Masala Curry Recipe,"2 cups Kala Chana (Brown Chickpeas) - soaked overnight,Sunflower Oil - as required,1 Bay leaf (tej patta),1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1/2 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,2 Tomato - chopped,1/2 tablespoon Whole Wheat Flour,Salt - as required,Water - as required,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),3/4 teaspoon Lemon juice,3 sprig Coriander (Dhania) Leaves - finely chopped","To begin making the Kala Chana Masala recipe, firstly boil the soaked black chickpeas in a pressure cooker until the cooker release at least 3 whistles. When they are soft, drain the water and keep them aside.Heat oil in a heavy bottomed pan. Add cumin seeds, mustard seeds and hing. Let the mustard seeds crackle.Once it is done, add the tomatoes and green chillies and let it cook for about 5 minutes.Meanwhile mix the whole wheat flour properly with 3 tablespoons water. Keep it aside.Add the black chickpeas in the pan. Next, add red chilli powder, turmeric powder, coriander powder, salt and the whole wheat flour mixture.Mix everything properly and let it cook for about 2 to 3 minutes. Once done add the lemon juice and garnish it with chopped coriander leaves.Serve Kalal Chana Masala along with Phulkas and Gujarati Dal for a perfect weekday meal. You can also pack this in your lunch box along with Pudina Tawa Parathas.",Rajasthani,Lunch,High Protein Vegetarian,Punjabi,1,40,4,http://www.archanaskitchen.com/black-chana-masala-recipe
Kerala Style Pazham Pori Recipe (Banana Fry),"4 Raw Banana,1/4 cup Rice flour,1/2 cup All Purpose Flour (Maida),1 cup Milk,1/4 cup Fresh coconut,1/4 teaspoon Salt","To begin making the Kerala Style Pazham Pori Recipe (Banana Fry), slice each banana into lengthwise pieces of about 1 to 1-1/2 inches.In a bowl, combine the flour, milk, coconut and salt to make a smooth thick batter. Add additional flour if you feel the batter is thin.Preheat oil for deep frying; once the oil is heated, dip the sliced banana pieces in the flour batter until it coats well. Dip the batter coated banana into the oil and fry until golden brown. Proceed the same way with the remaining banana pieces and serve.Serve the Kerala Style Pazham Pori (Banana Fry) for breakfast or as a tea time snack or even as an appetiser for parties with hot Masala Chai.",South Indian Recipes,Appetizer,Vegetarian,other,2,40,4,https://www.archanaskitchen.com/kerala-style-pazham-pori-recipe-banana-fry
Tamil Nadu Style Broccoli Poriyal Recipe - Broccoli Stir Fry Recipe,"2 cups Broccoli - (or one broccoli head) cut into small florets,1 Onion - chopped,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 sprig Curry leaves,Salt - to taste,2 teaspoons Sunflower Oil","To begin making the Tamil Nadu Style Broccoli Poriyal Recipe, firstly boil the required water in a saucepan, add a little oil to fasten the process. Once it starts to boil, switch off the gas and add the broccoli florets and blanch it for 60 seconds.Strain the water and keep the broccoli aside, heat a nonstick pan with oil, add mustard seeds, cumin seeds and let it splutter for few minutes.After few minutes, add in the curry leaves, chopped onion and saute till the onions are translucent and light brown.Once i t is done, add the blanched broccoli and the spice powders including turmeric powder, red chilli powder, salt and season it according to your palate. Give it a toss and serve.Serve the Tamil Nadu Style Broccoli Poriyal Recipe along with Mixed Vegetable Sambar, Steamed Rice and Elai Vadam for your everyday meals.",Tamil Nadu,Side Dish,Vegetarian,other,2,30,4,http://www.archanaskitchen.com/tamil-nadu-style-broccoli-poriyal-recipe-broccoli-stir-fry-recipe
Kashmiri Style Modur Pulao Recipe - Kashmiri Sweet Pulao,"1 cup Basmati rice,1 cup Sugar,6 tablespoons Ghee,3 Bay leaves (tej patta),6 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),6 Cardamom (Elaichi) Pods/Seeds,1/4 teaspoon Whole Black Peppercorns,1/4 teaspoon Saffron strands,1 teaspoon tablespoon Dates - chopped,1 teaspoon tablespoon Badam (Almond) - blanched,1 teaspoon teaspoon Cashew nuts - chopped,1 teaspoon teaspoon Raisins,Salt - as required,3 cups Water","To begin making the Modur Pulao Recipe, wash rice thoroughly with water and soak for half an hour. Drain the water and set aside.In a small bowl, soak saffron with a tablespoon of water.In a small saucepan, add 2 cups of water and bring it to boil. Add rice and cook for about 5 to 10 minutes. Ensure that the rice is only cooked 3/4th. Do not cook for long time.Drain water from the rice and set aside.In a non-stick kadai heat ghee over medium flame. Once the ghee is hot, lower the flame and add cloves, bay leaves, cinnamon stick, cardamom, and Peppercorns.Cook them until peppercorns clutter.Now, add sugar, 1/2 cup of water and cook until they dissolve completely. It should be in thick syrup consistency. Add the half cooked rice and give it a stir.Now add chopped dates, raisins, almonds and cashews to the rice. Soak dates and almonds in warm water for few minutes for chopping it without efforts.Combine them well and pour the saffron water on top of the rice.Cover the pan and cook rice over low flame for about 20 to 25 minutes until they are cooked well. Ensure to stir them occasionally to prevent it from being burnt at the bottomIn case if you have added undercooked rice, add required amount of water. Ensure to check the consistency of the rice often to avoid overcookingServe Modur Pulao warmly to satisfy your sweet tooth. Serve Modur Pulao along with Kashmiri Style Dum Aloo and Phulkas for a weekend lunch.",Kashmiri,Lunch,Vegetarian,other,2,50,2,http://www.archanaskitchen.com/modur-pulao-recipe-kashmiri-sweet-pulao
Thotakura Majjiga Pulusu Recipe - Amaranth Leaves in Buttermilk Stew,"1 cup Green Amaranth Leaves - chopped,1 Onion - sliced,1/2 teaspoon Turmeric powder (Haldi),1 cup Curd (Dahi / Yogurt),Salt - to taste,Sunflower Oil,2 tablespoon Fresh coconut - grated,1 Green Chilli,2 sprig Coriander (Dhania) Leaves - chopped,1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),1 sprig Curry leaves,2 Dry Red Chillies,Sunflower Oil","To begin making the Thotakura Majjiga Pulusu Recipe, first grind the coconut with green chilli and coriander leaves with some water to a smooth paste.Heat a flat skillet with oil, add onions and saute well till it is translucent. Once done add amaranth leaves and saute till the leaves are cooked.Add ground coconut paste and curd together and give it a stir. Sprinkle salt and turmeric powder and mix well. Allow it to simmer for 10 minutes and turn off the heat.Heat a small tadka pan with oil, add mustard seeds, fenugreek seeds and cumin seeds and leave it to crackle.Once the seeds have carackled add hing, curry leaves and dry red chillies and allow it to crackle and pour this over the curry and serve.Serve the Thotakura Majjiga Pulusu Recipe with some steamed rice and ghee and Carrot Poriyal Recipe for a comforting lunch.",Andhra,Lunch,Vegetarian,other,2,35,4,http://www.archanaskitchen.com/thotakura-majiga-pulusu-recipe-amaranth-leaves-in-buttermilk-stew
